# All refereed publications based on data obtained from the HLA must carry the following footnote: 
#
#     Based on observations made with the NASA/ESA Hubble Space Telescope,
#     and obtained from the Hubble Legacy Archive, which is a collaboration
#     between the Space Telescope Science Institute (STScI/NASA), the Space
#     Telescope European Coordinating Facility (ST-ECF/ESA) and the Canadian
#     Astronomy Data Centre (CADC/NRC/CSA).
#
# One copy of each paper resulting from data obtained from the HLA should be sent to the STScI
# ---------------------------------------------------------------------------------------------------------
# Proposal ID    :      11233
# Image File Name: hst_11233_06_wfpc2_f814w_wf_drz.fits                                                                
# Target Name    : M80-WFPC2                                                                       
# Date Observed  : 2008-05-19          
# Time Observed  : 10:13:17            
# Instrument     : WFPC2   
# Detector       : WFPC2   
# Target RA      :   244.288333
# Target DEC     :   -22.981861
# Orientation    :        0.000
# Aperture RA    :  -999.000000
# Aperture DEC   :  -999.000000
# Aperture PA    :     -999.000
# Exposure Start : 54605.430000
# Exposure Time  :     1200.000
# CCD Gain       :     -999.000
# Filter 1       :    F814W
# Filter 2       : 0       
# ---------------------------------------------------------------------------------------------------------
# Data Release Version : 4.0        (DAOphot Catalog)
# Processed On         : 2011-03-03 06:16:07 
# Good objects         :       7193
# Total objects        :      11673
# CTE_Corr             :      False
# CTE_Date             : 54605.425896(MJD used in computing the CTE correction)
# Aperture Correction  :    -0.1831
# Chip Designation: pc = 1, wf2 = 2, wf3 = 3, wf4 = 4
#
# IMPORTANT NOTES:
# 1. Magnitude values are in the ABMAG system
# 2. Aperture Magnitudes (MAGAP1,MAGAP2) are measured with an aperture radius of     0.10  and    0.30
# 3. CI = Concentration Index = MAGAP1-MAGAP2
# 4. Total Magnitudes (TOTMAG) are given for flag values of 0
#    This flag value identifies stellar sources possessing CI values as follows: 0.85 < CI < 1.3.
# 5. Flag Value Identification:
#     0 - Stellar Source (0.85 < CI < 1.3)
#     1 - Extended Source (CI > 1.3)
#     2 - Questionable Photometry (single-pixel saturation)
#     4 - Poor Photometry (multi-pixel saturation)
#     8 - Source Magnitude > Faint Magnitude Limit
#    16 - Concentration Index < 0.85 (Hot Pixels)
#    32 - False Detection Swarm Around Saturated Source
#    64 - False Detections Near Image Edge
#   128 - Bleeding Sources & Cosmic Rays
#
#                                                          Ap.Radius          Ap. Radius
#                                                        (0.10 arcsec)      (0.30 arcsec)    ============================================|                    (CTE Parameter Values)====================================================|
# X-Center   Y-Center         RA          DEC        ID   MagAp1   MagErr   MagAp2   MagErr     MSky    Stdev       Flux   TotMag   MagErr       CI    Flags      X-Det      Y-Det       Back       Cnts     XCTE     YCTE Chip  Mag-CTE 
#       c1         c2         c3           c4        c5       c6       c7       c8       c9      c10      c11        c12      c13      c14      c15      c16        c17        c18        c19        c20      c21      c22  c23      c24
# --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  1839.865    680.779 244.2646940 -22.9899899      3158   21.399    0.022   20.199    0.021    0.207    0.142     39.785   20.015    0.021    1.200        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1837.589    676.567 244.2647626 -22.9901069      3115   22.191    0.060   21.285    0.079    0.247    0.196     14.629   21.101    0.079    0.906        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1836.598    686.129 244.2647926 -22.9898413      3208   21.640    0.016   19.707    0.008    0.186    0.082     62.587   19.707    0.008    1.933        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1836.147    682.559 244.2648062 -22.9899405      3182   21.276    0.014   20.044    0.013    0.206    0.102     45.882   19.860    0.013    1.232        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1835.254    686.435 244.2648331 -22.9898328      3207   21.371    0.013   19.830    0.009    0.183    0.083     55.877   19.830    0.009    1.541        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1833.123    698.389 244.2648975 -22.9895008      3345   22.998    0.063   21.795    0.061    0.215    0.094     9.1498   21.611    0.061    1.203        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1830.463    696.505 244.2649778 -22.9895531      3327   23.198    0.082   22.118    0.092    0.218    0.106      6.796   21.934    0.092    1.080        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1830.022    704.951 244.2649911 -22.9893185      3426   21.725    0.042   20.445    0.038    0.249    0.207     31.735   20.261    0.038    1.280        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1829.625    688.842 244.2650030 -22.9897660      3249   20.500    0.006   19.499    0.007    0.196    0.088     75.823   19.315    0.007    1.001        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1829.219    708.955 244.2650153 -22.9892073      3467   21.607    0.041   20.485    0.042    0.238    0.219     30.587   20.301    0.042    1.122        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1826.871    704.802 244.2650862 -22.9893227      3425   22.394    0.065   21.074    0.057    0.260    0.172     17.768   21.074    0.057    1.320        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1825.187    689.217 244.2651369 -22.9897556      3248   22.065    0.029   20.957    0.031    0.215    0.104     19.795   20.773    0.031    1.108        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1824.689    647.525 244.2651517 -22.9909137     11551   17.812    0.001   16.804    0.001    0.195    0.119     907.75   16.620    0.002    1.008        4   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1820.490    668.726 244.2652785 -22.9903248      3023   21.613    0.027   20.759    0.037    0.241    0.147     23.756   20.575    0.037    0.854        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1818.660    681.055 244.2653338 -22.9899824      3157   23.192    0.083   20.968    0.031    0.206    0.104     19.594   20.968    0.031    2.224        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1815.306    689.556 244.2654351 -22.9897462      3247   20.884    0.010   19.612    0.009    0.196    0.101      68.31   19.428    0.009    1.272        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1815.187    692.800 244.2654387 -22.9896561      3295   22.106    0.030   20.147    0.015    0.198    0.102     41.739   20.147    0.015    1.959        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1814.974    676.767 244.2654450 -22.9901015      3114   22.349    0.035   21.321    0.040    0.204    0.095     14.163   21.137    0.040    1.028        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1814.616    683.871 244.2654559 -22.9899042      3191   20.273    0.005   19.272    0.006    0.196    0.093     93.457   19.088    0.006    1.001        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1812.960    671.432 244.2655058 -22.9902497      3048   21.936    0.027   20.835    0.028    0.216    0.104     22.144   20.651    0.028    1.101        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1812.906    609.848 244.2655071 -22.9919604      2414   22.773    0.063   21.807    0.077    0.143    0.117     9.0497   21.623    0.077    0.966        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1812.636    705.162 244.2655157 -22.9893127      3423   20.360    0.006   19.444    0.007    0.207    0.096     79.795   19.260    0.007    0.916        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1809.426    672.823 244.2656124 -22.9902111      3071   21.907    0.022   20.757    0.022    0.199    0.088      23.81   20.573    0.022    1.150        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1808.547    665.185 244.2656389 -22.9904232      2983   22.090    0.028   21.049    0.032    0.214    0.097     18.183   20.865    0.032    1.041        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1808.394    716.793 244.2656438 -22.9889897      3561   20.970    0.027   20.026    0.033    0.279    0.259     46.658   19.842    0.033    0.944        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1807.656    623.899 244.2656656 -22.9915701      2552   23.338    0.078   22.434    0.099    0.184    0.085     5.0808   22.250    0.099    0.904        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1807.603    609.310 244.2656671 -22.9919753      2408   23.089    0.080   21.660    0.063    0.179    0.111     10.359   21.660    0.063    1.429        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1807.229    610.582 244.2656784 -22.9919400      2421   23.013    0.075   21.614    0.061    0.185    0.111     10.812   21.614    0.061    1.399        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1806.398    704.648 244.2657039 -22.9893271      3422   22.469    0.039   20.956    0.029    0.210    0.095     19.813   20.956    0.029    1.513        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1805.832    701.000 244.2657210 -22.9894284      3378   21.878    0.026   20.868    0.030    0.223    0.109     21.483   20.684    0.030    1.010        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1805.786    711.496 244.2657224 -22.9891368      3498   21.336    0.017   20.392    0.021    0.220    0.118     33.297   20.208    0.021    0.944        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1804.709    643.753 244.2657546 -22.9910186      2751   22.396    0.036   21.030    0.030    0.203    0.095     18.509   21.030    0.030    1.366        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1803.593    671.272 244.2657884 -22.9902542      3034   21.937    0.019   19.687    0.007    0.183    0.075     63.795   19.687    0.007    2.250        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1803.156    641.903 244.2658015 -22.9910700      2719   22.635    0.049   21.216    0.039    0.214    0.102     15.597   21.216    0.039    1.419        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1801.027    673.784 244.2658659 -22.9901844      3082   20.376    0.006   19.131    0.005    0.198    0.094     106.39   18.947    0.005    1.245        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1800.639    705.974 244.2658777 -22.9892902      3440   21.464    0.022   20.460    0.025    0.248    0.134     31.292   20.276    0.025    1.004        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1800.224    678.462 244.2658901 -22.9900545      3134   22.413    0.051   21.001    0.041    0.238    0.131     19.003   21.001    0.041    1.412        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1799.647    662.934 244.2659074 -22.9904858      2959   21.665    0.019   20.561    0.020    0.200    0.096     28.502   20.377    0.020    1.104        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1799.623    658.533 244.2659081 -22.9906081      2917   21.108    0.011   20.145    0.014    0.207    0.098     41.821   19.961    0.014    0.963        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1795.375    686.855 244.2660365 -22.9898214      3221   22.865    0.046   21.437    0.036    0.168    0.077     12.721   21.437    0.036    1.428        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1793.894    650.641 244.2660810 -22.9908273      2827   21.658    0.017   19.491    0.007    0.212    0.083     76.417   19.491    0.007    2.167        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1792.910    692.763 244.2661109 -22.9896573      3279   21.989    0.021   20.798    0.021    0.175    0.080     22.926   20.614    0.021    1.191        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1792.475    696.234 244.2661240 -22.9895608      3326   22.649    0.045   21.060    0.030    0.202    0.092     18.008   21.060    0.030    1.589        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1792.453    648.965 244.2661245 -22.9908739      2807   20.571    0.006   19.539    0.007    0.219    0.087     73.087   19.355    0.007    1.032        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1791.942    687.371 244.2661401 -22.9898070      3220   22.026    0.020   20.738    0.017    0.158    0.070     24.221   20.554    0.017    1.288        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1791.219    591.675 244.2661614 -22.9924653      2241   21.065    0.009   20.041    0.010    0.165    0.076     46.019   19.857    0.010    1.024        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1789.115    589.650 244.2662249 -22.9925215      2217   22.834    0.043   20.632    0.016    0.163    0.074     26.694   20.632    0.016    2.202        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1788.750    681.011 244.2662363 -22.9899837      3142   22.018    0.032   20.430    0.022    0.221    0.119     32.166   20.430    0.022    1.588        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1788.426    689.432 244.2662462 -22.9897498      3262   21.825    0.015   20.540    0.014    0.158    0.069     29.061   20.356    0.014    1.285        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1788.055    582.570 244.2662568 -22.9927182      2157   21.660    0.019   20.808    0.025    0.175    0.095     22.714   20.624    0.025    0.852        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1786.286    550.302 244.2663101 -22.9936145      1895   20.773    0.009   19.858    0.011    0.130    0.105     54.492   19.674    0.011    0.915        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1786.198    622.964 244.2663131 -22.9915961      2545   18.219    0.001   17.269    0.001    0.250    0.116     591.04   17.085    0.002    0.950        4   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1785.374    596.000 244.2663378 -22.9923451      2281   19.968    0.004   19.040    0.005    0.192    0.094     115.71   18.856    0.005    0.928        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1783.659    681.028 244.2663900 -22.9899833      3156   21.532    0.022   20.420    0.023    0.232    0.124     32.473   20.236    0.023    1.112        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1781.704    565.620 244.2664484 -22.9931891      2018   21.528    0.015   20.348    0.015    0.167    0.089     34.697   20.164    0.015    1.180        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1779.981    570.901 244.2665004 -22.9930424      2060   22.483    0.027   20.836    0.018    0.147    0.065     22.122   20.836    0.018    1.647        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1779.944    590.612 244.2665016 -22.9924948      2230   21.768    0.016   20.905    0.021    0.175    0.074     20.766   20.721    0.021    0.863        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1778.805    548.514 244.2665358 -22.9936642      1885   21.720    0.020   20.765    0.024    0.154    0.095     23.632   20.581    0.024    0.955        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1777.549    682.059 244.2665743 -22.9899547      3165   21.524    0.022   20.342    0.021    0.231    0.125     34.887   20.158    0.021    1.182        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1777.358    676.409 244.2665801 -22.9901116      3103   20.795    0.011   19.757    0.013    0.243    0.130     59.787   19.573    0.013    1.038        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1775.141    570.403 244.2666465 -22.9930562      2051   20.272    0.003   19.200    0.003    0.136    0.053      99.85   19.016    0.004    1.072        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1774.012    580.022 244.2666806 -22.9927890      2140   21.230    0.011   20.175    0.013    0.181    0.087     40.674   19.991    0.013    1.055        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1773.664    549.805 244.2666909 -22.9936284      1894   23.526    0.092   22.342    0.091    0.165    0.085     5.5274   22.158    0.091    1.184        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1772.680    540.293 244.2667206 -22.9938926      1808   20.800    0.008   19.778    0.009    0.166    0.086     58.629   19.594    0.009    1.022        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1772.341    598.268 244.2667311 -22.9922822      2311   23.069    0.083   20.465    0.022    0.222    0.118     31.136   20.465    0.022    2.604        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1771.779    529.496 244.2667477 -22.9941925      1726   21.144    0.012   19.771    0.010    0.184    0.102     58.995   19.771    0.010    1.373        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1770.104    590.315 244.2667986 -22.9925031      2222   21.911    0.021   21.026    0.027    0.194    0.084      18.57   20.842    0.027    0.885        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1769.992    582.779 244.2668019 -22.9927125      2168   22.032    0.025   20.823    0.024    0.187    0.090     22.393   20.639    0.024    1.209        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1769.985    596.875 244.2668022 -22.9923209      2294   21.310    0.015   20.350    0.018    0.202    0.106     34.619   20.166    0.018    0.960        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1769.607    564.134 244.2668134 -22.9932304      1997   20.495    0.005   19.563    0.006    0.150    0.074     71.461   19.379    0.006    0.932        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1769.274    532.487 244.2668233 -22.9941095      1754   20.751    0.007   19.696    0.008    0.181    0.083     63.223   19.512    0.008    1.055        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1768.690    542.581 244.2668410 -22.9938291      1824   21.122    0.010   20.150    0.012    0.185    0.086     41.628   19.966    0.012    0.972        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1766.828    511.023 244.2668970 -22.9947057      1571   21.971    0.029   20.901    0.031    0.160    0.111     20.836   20.717    0.031    1.070        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1765.044    583.428 244.2669512 -22.9926945      2183   22.625    0.036   21.578    0.040    0.165    0.075     11.169   21.394    0.040    1.047        0   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
  1764.457    573.903 244.2669689 -22.9929590      2089   22.693    0.038   21.351    0.032    0.158    0.074     13.767   21.351    0.032    1.342        1   -999.000   -999.000       -999       -999 -999.000 -999.000 -999    0.000 
